Artist,Playcount,Listeners,URL,Date
The Smiths,548663139,5135178,https://www.last.fm/music/The+Smiths,2026-06-09
Linkin Park,758481100,6997924,https://www.last.fm/music/Linkin+Park,2026-06-09
Childish Gambino,334917486,3877677,https://www.last.fm/music/Childish+Gambino,2026-06-09
Travis Scott,693574936,3380959,https://www.last.fm/music/Travis+Scott,2026-06-09
The Neighbourhood,412450528,4028570,https://www.last.fm/music/The+Neighbourhood,2026-06-09
Coldplay,787128880,9173310,https://www.last.fm/music/Coldplay,2026-06-09
SZA,596734945,3546434,https://www.last.fm/music/SZA,2026-06-09
Deftones,590221234,4291706,https://www.last.fm/music/Deftones,2026-06-09
Don Toliver,289953629,2598206,https://www.last.fm/music/Don+Toliver,2026-06-09
Clairo,360679703,2975894,https://www.last.fm/music/Clairo,2026-06-09
Chappell Roan,343746967,2611546,https://www.last.fm/music/Chappell+Roan,2026-06-09
Mac Miller,442640604,3596798,https://www.last.fm/music/Mac+Miller,2026-06-09
Bad Bunny,420246101,2637510,https://www.last.fm/music/Bad+Bunny,2026-06-09
The Marías,251899589,2560588,https://www.last.fm/music/The+Mar%C3%ADas,2026-06-09
Beyoncé,709346171,6442123,https://www.last.fm/music/Beyonc%C3%A9,2026-06-09
Mitski,678788275,3321012,https://www.last.fm/music/Mitski,2026-06-09
TV Girl,303483550,2912656,https://www.last.fm/music/TV+Girl,2026-06-09
Future,471584573,3268496,https://www.last.fm/music/Future,2026-06-09
Steve Lacy,295658066,3179242,https://www.last.fm/music/Steve+Lacy,2026-06-09
Dominic Fike,160785282,2654058,https://www.last.fm/music/Dominic+Fike,2026-06-09
Ariana Grande,1148169594,4552885,https://www.last.fm/music/Ariana+Grande,2026-06-10
Michael Jackson,392171074,7030788,https://www.last.fm/music/Michael+Jackson,2026-06-10
Drake,1222401752,6801414,https://www.last.fm/music/Drake,2026-06-10
The Weeknd,1144077973,5385026,https://www.last.fm/music/The+Weeknd,2026-06-10
Taylor Swift,3726290303,6000126,https://www.last.fm/music/Taylor+Swift,2026-06-10
Kanye West,1569219349,8011966,https://www.last.fm/music/Kanye+West,2026-06-10
Rihanna,613987043,8371915,https://www.last.fm/music/Rihanna,2026-06-10
PinkPantheress,348197244,3164510,https://www.last.fm/music/PinkPantheress,2026-06-10
Radiohead,1395074894,8307311,https://www.last.fm/music/Radiohead,2026-06-10
Kendrick Lamar,1046841218,5156186,https://www.last.fm/music/Kendrick+Lamar,2026-06-10
Tame Impala,433200915,4484481,https://www.last.fm/music/Tame+Impala,2026-06-10
Lady Gaga,1049557102,7792110,https://www.last.fm/music/Lady+Gaga,2026-06-10
Olivia Rodrigo,589589428,3186810,https://www.last.fm/music/Olivia+Rodrigo,2026-06-10
"Tyler, The Creator",1068896226,4386630,"https://www.last.fm/music/Tyler,+The+Creator",2026-06-10
Charli xcx,738771239,3829578,https://www.last.fm/music/Charli+xcx,2026-06-10
Sabrina Carpenter,688250791,3307571,https://www.last.fm/music/Sabrina+Carpenter,2026-06-10
Justin Bieber,349186462,4921748,https://www.last.fm/music/Justin+Bieber,2026-06-10
Lana Del Rey,1604074700,5320053,https://www.last.fm/music/Lana+Del+Rey,2026-06-10
Arctic Monkeys,947407999,7169182,https://www.last.fm/music/Arctic+Monkeys,2026-06-10
Paramore,596716168,5711859,https://www.last.fm/music/Paramore,2026-06-10
Frank Ocean,790252038,4316952,https://www.last.fm/music/Frank+Ocean,2026-06-10
Billie Eilish,852276034,4288627,https://www.last.fm/music/Billie+Eilish,2026-06-10
Katy Perry,449218365,7245188,https://www.last.fm/music/Katy+Perry,2026-06-10
Malcolm Todd,115231552,1485331,https://www.last.fm/music/Malcolm+Todd,2026-06-10
Bruno Mars,313007343,5322058,https://www.last.fm/music/Bruno+Mars,2026-06-10
Fleetwood Mac,307203464,4951617,https://www.last.fm/music/Fleetwood+Mac,2026-06-10
Doja Cat,478747007,3691587,https://www.last.fm/music/Doja+Cat,2026-06-10
Harry Styles,457008964,3383302,https://www.last.fm/music/Harry+Styles,2026-06-10
Gorillaz,527344461,6923887,https://www.last.fm/music/Gorillaz,2026-06-10
The Smiths,548879811,5136695,https://www.last.fm/music/The+Smiths,2026-06-10
A$AP Rocky,380771389,3507519,https://www.last.fm/music/A$AP+Rocky,2026-06-10
Linkin Park,758822735,6999568,https://www.last.fm/music/Linkin+Park,2026-06-10
Childish Gambino,335072420,3879205,https://www.last.fm/music/Childish+Gambino,2026-06-10
The Neighbourhood,412707603,4030046,https://www.last.fm/music/The+Neighbourhood,2026-06-10
Travis Scott,693836347,3381866,https://www.last.fm/music/Travis+Scott,2026-06-10
Coldplay,787280572,9174959,https://www.last.fm/music/Coldplay,2026-06-10
Deftones,590563470,4293008,https://www.last.fm/music/Deftones,2026-06-10
SZA,596952362,3547587,https://www.last.fm/music/SZA,2026-06-10
Clairo,360914994,2977326,https://www.last.fm/music/Clairo,2026-06-10
Don Toliver,290247948,2599520,https://www.last.fm/music/Don+Toliver,2026-06-10
Chappell Roan,343925523,2612612,https://www.last.fm/music/Chappell+Roan,2026-06-10
Mac Miller,442865854,3598594,https://www.last.fm/music/Mac+Miller,2026-06-10
Bad Bunny,420569128,2638785,https://www.last.fm/music/Bad+Bunny,2026-06-10
The Marías,252149519,2562130,https://www.last.fm/music/The+Mar%C3%ADas,2026-06-10
Beyoncé,709553392,6443280,https://www.last.fm/music/Beyonc%C3%A9,2026-06-10
Steve Lacy,295897231,3180881,https://www.last.fm/music/Steve+Lacy,2026-06-10
Mitski,679104554,3322277,https://www.last.fm/music/Mitski,2026-06-10
TV Girl,303688597,2913990,https://www.last.fm/music/TV+Girl,2026-06-10
Future,471798161,3269387,https://www.last.fm/music/Future,2026-06-10
Playboi Carti,798896188,2517890,https://www.last.fm/music/Playboi+Carti,2026-06-10
Ariana Grande,1149628220,4554896,https://www.last.fm/music/Ariana+Grande,2026-06-11
Michael Jackson,392867100,7033970,https://www.last.fm/music/Michael+Jackson,2026-06-11
Drake,1223472389,6802847,https://www.last.fm/music/Drake,2026-06-11
The Weeknd,1144573720,5386572,https://www.last.fm/music/The+Weeknd,2026-06-11
Taylor Swift,3727588358,6001431,https://www.last.fm/music/Taylor+Swift,2026-06-11
Kanye West,1569923949,8013567,https://www.last.fm/music/Kanye+West,2026-06-11
Rihanna,614256048,8373512,https://www.last.fm/music/Rihanna,2026-06-11
Radiohead,1395550417,8308746,https://www.last.fm/music/Radiohead,2026-06-11
PinkPantheress,348579271,3166183,https://www.last.fm/music/PinkPantheress,2026-06-11
Kendrick Lamar,1047192713,5157533,https://www.last.fm/music/Kendrick+Lamar,2026-06-11
Tame Impala,433490251,4486564,https://www.last.fm/music/Tame+Impala,2026-06-11
Lady Gaga,1049899373,7793661,https://www.last.fm/music/Lady+Gaga,2026-06-11
"Tyler, The Creator",1069259471,4387868,"https://www.last.fm/music/Tyler,+The+Creator",2026-06-11
Olivia Rodrigo,590199956,3188585,https://www.last.fm/music/Olivia+Rodrigo,2026-06-11
Charli xcx,739147506,3830744,https://www.last.fm/music/Charli+xcx,2026-06-11
Sabrina Carpenter,688742189,3308649,https://www.last.fm/music/Sabrina+Carpenter,2026-06-11
Justin Bieber,349474512,4923491,https://www.last.fm/music/Justin+Bieber,2026-06-11
Lana Del Rey,1604602225,5321468,https://www.last.fm/music/Lana+Del+Rey,2026-06-11
Arctic Monkeys,947689658,7170779,https://www.last.fm/music/Arctic+Monkeys,2026-06-11
Paramore,596979927,5713491,https://www.last.fm/music/Paramore,2026-06-11
Frank Ocean,790570566,4318211,https://www.last.fm/music/Frank+Ocean,2026-06-11
Billie Eilish,852623564,4289786,https://www.last.fm/music/Billie+Eilish,2026-06-11
Katy Perry,449434431,7247253,https://www.last.fm/music/Katy+Perry,2026-06-11
Malcolm Todd,116143216,1490512,https://www.last.fm/music/Malcolm+Todd,2026-06-11
Bruno Mars,313214145,5323609,https://www.last.fm/music/Bruno+Mars,2026-06-11
Fleetwood Mac,307379135,4953109,https://www.last.fm/music/Fleetwood+Mac,2026-06-11
Doja Cat,478968594,3692814,https://www.last.fm/music/Doja+Cat,2026-06-11
Harry Styles,457310055,3384741,https://www.last.fm/music/Harry+Styles,2026-06-11
Gorillaz,527542967,6925226,https://www.last.fm/music/Gorillaz,2026-06-11
Linkin Park,759167735,7001118,https://www.last.fm/music/Linkin+Park,2026-06-11
The Smiths,549095356,5138183,https://www.last.fm/music/The+Smiths,2026-06-11
Childish Gambino,335227847,3880690,https://www.last.fm/music/Childish+Gambino,2026-06-11
A$AP Rocky,380997432,3508556,https://www.last.fm/music/A$AP+Rocky,2026-06-11
The Neighbourhood,412963343,4031524,https://www.last.fm/music/The+Neighbourhood,2026-06-11
Coldplay,787428784,9176376,https://www.last.fm/music/Coldplay,2026-06-11
Travis Scott,694099829,3382917,https://www.last.fm/music/Travis+Scott,2026-06-11
Deftones,590909164,4294416,https://www.last.fm/music/Deftones,2026-06-11
SZA,597168559,3548701,https://www.last.fm/music/SZA,2026-06-11
Clairo,361153981,2978693,https://www.last.fm/music/Clairo,2026-06-11
Don Toliver,290543294,2600792,https://www.last.fm/music/Don+Toliver,2026-06-11
Chappell Roan,344108257,2613730,https://www.last.fm/music/Chappell+Roan,2026-06-11
Mac Miller,443089383,3600328,https://www.last.fm/music/Mac+Miller,2026-06-11
Bad Bunny,420886641,2640066,https://www.last.fm/music/Bad+Bunny,2026-06-11
The Marías,252395672,2563609,https://www.last.fm/music/The+Mar%C3%ADas,2026-06-11
Steve Lacy,296125545,3182547,https://www.last.fm/music/Steve+Lacy,2026-06-11
Beyoncé,709770844,6444419,https://www.last.fm/music/Beyonc%C3%A9,2026-06-11
Mitski,679447661,3323432,https://www.last.fm/music/Mitski,2026-06-11
TV Girl,303893874,2915419,https://www.last.fm/music/TV+Girl,2026-06-11
Future,472012604,3270463,https://www.last.fm/music/Future,2026-06-11
Playboi Carti,799212163,2518680,https://www.last.fm/music/Playboi+Carti,2026-06-11
